linkedIn Url,Data
https://www.linkedin.com/in/pulkit-mittal-python-expert/,
https://www.linkedin.com/in/niket-sharma-314174231/,
https://www.linkedin.com/in/harshit-rathor-6a9644237/,
https://www.linkedin.com/in/aryan-mishra-1646109b/,
https://www.linkedin.com/in/shailendra-vishwakarma-702a62171/,
https://www.linkedin.com/in/rahulbnp52/,
https://www.linkedin.com/in/mulla-oves/,
https://www.linkedin.com/in/riya-verma-85321a353/?locale=en_US,
https://www.linkedin.com/in/rajnishkumardevops/,
https://www.linkedin.com/in/puneet0704/,
https://www.linkedin.com/in/kunal-kushwaha/,
https://www.linkedin.com/in/ratandhanjal/,
https://www.linkedin.com/in/abhishek-pathak-5579157b/,
https://www.linkedin.com/in/asish-k-23631115/,
https://www.linkedin.com/in/asish-k-23631115/,
https://www.linkedin.com/in/kapil0123/,
https://www.linkedin.com/in/ajaykumar0610/,
https://www.linkedin.com/in/sourav-kumar-kuila-1aa543213/,
https://www.linkedin.com/in/vinav-aggarwal-23b041207/,
